# wavelength, intensity
5.529035011988012229e+02 2.184179194718875727e-01
5.534157001998001988e+02 2.204572979362785790e-01
5.539278992007991747e+02 2.259066780614073788e-01
5.544400982017982642e+02 2.299945003734901183e-01
5.549522972027972401e+02 2.340785267379961454e-01
5.554644962037962159e+02 2.366383283738109078e-01
5.559766952047951918e+02 2.419611380690123992e-01
5.564888942057941676e+02 2.454355428882118717e-01
5.570010932067932572e+02 2.510137302693933870e-01
5.575132922077922331e+02 2.549788032857078779e-01
5.580254912087912089e+02 2.603342836381030145e-01
5.585376902097901848e+02 2.604561252579302155e-01
5.590498892107892743e+02 2.646830301856195611e-01
5.595620882117882502e+02 2.685130787113916284e-01
5.600742872127872261e+02 2.710798922462976934e-01
5.605864862137862019e+02 2.760188381490210618e-01
5.610986852147852915e+02 2.798265016293539631e-01
5.616108842157842673e+02 2.836811504240178139e-01
5.621230832167832432e+02 2.892636575366020479e-01
5.626352822177822190e+02 2.931224454006911562e-01
5.631474812187811949e+02 2.978412001697105516e-01
5.636596802197802845e+02 3.005465933816625079e-01
5.641718792207792603e+02 3.042552769284769809e-01
5.646840782217782362e+02 3.087805755162281729e-01
5.651962772227772120e+02 3.108270750319733766e-01
5.657084762237761879e+02 3.134830180465592031e-01
5.662206752247752775e+02 3.163316282330526086e-01
5.667328742257742533e+02 3.179125437100241425e-01
5.672450732267732292e+02 3.220689192884160224e-01
5.677572722277722050e+02 3.253829821994155269e-01
5.682694712287711809e+02 3.267716604973632255e-01
5.687816702297702705e+02 3.281885357978365225e-01
5.692938692307692463e+02 3.329000909254560825e-01
5.698060682317682222e+02 3.328780117935896676e-01
5.703182672327671980e+02 3.353093710148066786e-01
5.708304662337662876e+02 3.354202126671707029e-01
5.713426652347652634e+02 3.360388801991923691e-01
5.718548642357642393e+02 3.398303188695575017e-01
5.723670632367632152e+02 3.405975374765000119e-01
5.728792622377623047e+02 3.421564386946537306e-01
5.733914612387612806e+02 3.468054802487519073e-01
5.739036602397602564e+02 3.463082371133841542e-01
5.744158592407592323e+02 3.493111021036549579e-01
5.749280582417582082e+02 3.530510415567798543e-01
5.754402572427572977e+02 3.528169484214783713e-01
5.759524562437562736e+02 3.571058427691428672e-01
5.764646552447552494e+02 3.578710946542453253e-01
5.769768542457542253e+02 3.596160639167738093e-01
5.774890532467532012e+02 3.630650849179691830e-01
5.780012522477522907e+02 3.640651542269454088e-01
5.785134512487512666e+02 3.661244190248858499e-01
5.790256502497502424e+02 3.676106834774256482e-01
5.795378492507493320e+02 3.683108437291336967e-01
5.800500482517481942e+02 3.688031213437085731e-01
5.805622472527472837e+02 3.755257753925043129e-01
5.810744462537462596e+02 3.739727756032462658e-01
5.815866452547452354e+02 3.787021781694165368e-01
5.820988442557443250e+02 3.784916823653443618e-01
5.826110432567433008e+02 3.824541974936149225e-01
5.831232422577422767e+02 3.832745139469994622e-01
5.836354412587412526e+02 3.852256150263870804e-01
5.841476402597402284e+02 3.882142289958243064e-01
5.846598392607393180e+02 3.906332317936141996e-01
5.851720382617382938e+02 3.933479242421760724e-01
5.856842372627372697e+02 3.949843427250498418e-01
5.861964362637362456e+02 3.976188821807648544e-01
5.867086352647352214e+02 3.988250072817079994e-01
5.872208342657343110e+02 4.038265280974989158e-01
5.877330332667332868e+02 4.038385400498700761e-01
5.882452322677322627e+02 4.092023428043626287e-01
5.887574312687312386e+02 4.120868097502215499e-01
5.892696302697302144e+02 4.153297037491527344e-01
5.897818292707293040e+02 4.159892945249846208e-01
5.902940282717282798e+02 4.165599258459131704e-01
5.908062272727272557e+02 4.199560627603857732e-01
5.913184262737263452e+02 4.225930884126340992e-01
5.918306252747253211e+02 4.255924477201126210e-01
5.923428242757242970e+02 4.269934578572984196e-01
5.928550232767232728e+02 4.301622025600923549e-01
5.933672222777222487e+02 4.314781558863200472e-01
5.938794212787213382e+02 4.385185729037257563e-01
5.943916202797203141e+02 4.401306757315255891e-01
5.949038192807192900e+02 4.449125127823811976e-01
5.954160182817182658e+02 4.465606432013294325e-01
5.959282172827172417e+02 4.510875099857070691e-01
5.964404162837163312e+02 4.548987418266760563e-01
5.969526152847153071e+02 4.585690921447009294e-01
5.974648142857142830e+02 4.618237429932933735e-01
5.979770132867132588e+02 4.646079013749143671e-01
5.984892122877122347e+02 4.687879612068723278e-01
5.990014112887113242e+02 4.740083482944708049e-01
5.995136102897103001e+02 4.780751876724350091e-01
6.000258092907092760e+02 4.785027600892231003e-01
6.005380082917083655e+02 4.823730382976570974e-01
6.010502072927073414e+02 4.871506114693062162e-01
6.015624062937063172e+02 4.866142056759183432e-01
6.020746052947052931e+02 4.882816859814196886e-01
6.025868042957042690e+02 4.962215208579536796e-01
6.030990032967033585e+02 4.965535703166305548e-01
6.036112022977023344e+02 4.976944852389118545e-01
6.041234012987013102e+02 4.984207538791957104e-01
6.046356002997002861e+02 5.012246113560716587e-01
6.051477993006992619e+02 5.055454576497842023e-01
6.056599983016983515e+02 5.064719012298620759e-01
6.061721973026973274e+02 5.082543583419496525e-01
6.066843963036963032e+02 5.068012370829785285e-01
6.071965953046952791e+02 5.110280548654616561e-01
6.077087943056942549e+02 5.115072506791417117e-01
6.082209933066933445e+02 5.130298233266724628e-01
6.087331923076923204e+02 5.109478693048704612e-01
6.092453913086912962e+02 5.143508790416176923e-01
6.097575903096903858e+02 5.149043321575069720e-01
6.102697893106893616e+02 5.156901640511870610e-01
6.107819883116883375e+02 5.180838900484990850e-01
6.112941873126873134e+02 5.187063601532346802e-01
6.118063863136862892e+02 5.194598784914113976e-01
6.123185853146853788e+02 5.205875033910793981e-01
6.128307843156843546e+02 5.203899844032287003e-01
6.133429833166833305e+02 5.178874520548656379e-01
6.138551823176823063e+02 5.215746167034688296e-01
6.143673813186812822e+02 5.198312390322139542e-01
6.148795803196803718e+02 5.218452043131379670e-01
6.153917793206793476e+02 5.197639568285825629e-01
6.159039783216783235e+02 5.221868690580022676e-01
6.164161773226772993e+02 5.182409447699386496e-01
6.169283763236762752e+02 5.168336928576700018e-01
6.174405753246753648e+02 5.205947970662850866e-01
6.179527743256743406e+02 5.215139337639635997e-01
6.184649733266733165e+02 5.213936262917225894e-01
6.189771723276724060e+02 5.203925135281600722e-01
6.194893713286712682e+02 5.170791774523603168e-01
6.200015703296703578e+02 5.184052907023448675e-01
6.205137693306693336e+02 5.180679501412228660e-01
6.210259683316683095e+02 5.211858604492052294e-01
6.215381673326673990e+02 5.166928619518368349e-01
6.220503663336663749e+02 5.173905376671149581e-01
6.225625653346653507e+02 5.193463902062348536e-01
6.230747643356643266e+02 5.159264057454280294e-01
6.235869633366633025e+02 5.181083396325477652e-01
6.240991623376623920e+02 5.163892135577318188e-01
6.246113613386613679e+02 5.176083623085325769e-01
6.251235603396603437e+02 5.173276547789263935e-01
6.256357593406593196e+02 5.178949528384612089e-01
6.261479583416582955e+02 5.193414538322618235e-01
6.266601573426573850e+02 5.207572324916537321e-01
6.271723563436563609e+02 5.217524351924103243e-01
6.276845553446553367e+02 5.213765477963357986e-01
6.281967543456543126e+02 5.255918201818149393e-01
6.287089533466532885e+02 5.236998913583336135e-01
6.292211523476523780e+02 5.259132700304900432e-01
6.297333513486513539e+02 5.294443224022005179e-01
6.302455503496503297e+02 5.307033506776599463e-01
6.307577493506494193e+02 5.348763205984309321e-01
6.312699483516483951e+02 5.370491964659367401e-01
6.317821473526473710e+02 5.434190430777146030e-01
6.322943463536463469e+02 5.438077787260102713e-01
6.328065453546453227e+02 5.473013875776360226e-01
6.333187443556444123e+02 5.470676972768370172e-01
6.338309433566433881e+02 5.533330226241383043e-01
6.343431423576423640e+02 5.566636013375072523e-01
6.348553413586413399e+02 5.624219744994990444e-01
6.353675403596403157e+02 5.648686163866093457e-01
6.358797393606394053e+02 5.702879011672014054e-01
6.363919383616383811e+02 5.766520309227537444e-01
6.369041373626373570e+02 5.811601168406218543e-01
6.374163363636363329e+02 5.848503858898330687e-01
6.379285353646353087e+02 5.926126786418324244e-01
6.384407343656343983e+02 6.010317656928279018e-01
6.389529333666333741e+02 6.058891249615508956e-01
6.394651323676323500e+02 6.086423708230392915e-01
6.399773313686314395e+02 6.154818614048125358e-01
6.404895303696304154e+02 6.218387396065068184e-01
6.410017293706293913e+02 6.258417461687313388e-01
6.415139283716283671e+02 6.313717951881511192e-01
6.420261273726273430e+02 6.348688634466534975e-01
6.425383263736264325e+02 6.410883978865893340e-01
6.430505253746254084e+02 6.448149651593397813e-01
6.435627243756243843e+02 6.511976492551089235e-01
6.440749233766233601e+02 6.562035882637784479e-01
6.445871223776223360e+02 6.623951657595906761e-01
6.450993213786214255e+02 6.698982128927158941e-01
6.456115203796204014e+02 6.714415565752647197e-01
6.461237193806193773e+02 6.726167294326630408e-01
6.466359183816183531e+02 6.780326193480490371e-01
6.471481173826173290e+02 6.851407380861265217e-01
6.476603163836164185e+02 6.880099521160119025e-01
6.481725153846153944e+02 6.911421658174512483e-01
6.486847143856143703e+02 6.926898608502145560e-01
6.491969133866134598e+02 7.010563819869795044e-01
6.497091123876124357e+02 7.069389849995647568e-01
6.502213113886114115e+02 7.073026610508778012e-01
6.507335103896103874e+02 7.122313278486224197e-01
6.512457093906093633e+02 7.132890866343070124e-01
6.517579083916084528e+02 7.157532813083435919e-01
6.522701073926074287e+02 7.165038262011792503e-01
6.527823063936064045e+02 7.193218769839286875e-01
6.532945053946053804e+02 7.207024426183847865e-01
6.538067043956043563e+02 7.235166656452209910e-01
6.543189033966034458e+02 7.251797299415919662e-01
6.548311023976024217e+02 7.251306395287636652e-01
6.553433013986013975e+02 7.280810131071855373e-01
6.558555003996003734e+02 7.272391901052317476e-01
6.563676994005993492e+02 7.285589733165632742e-01
6.568798984015984388e+02 7.260692235622163704e-01
6.573920974025974147e+02 7.268157981188350103e-01
6.579042964035963905e+02 7.274177451477457090e-01
6.584164954045954801e+02 7.253074826453834723e-01
6.589286944055943422e+02 7.261919138141049723e-01
6.594408934065934318e+02 7.229450497301477263e-01
6.599530924075924077e+02 7.255824114523726776e-01
6.604652914085913835e+02 7.248499246227325665e-01
6.609774904095904731e+02 7.244606676754258290e-01
6.614896894105894489e+02 7.241364151289494400e-01
6.620018884115884248e+02 7.256455081430378540e-01
6.625140874125874006e+02 7.269391738951650472e-01
6.630262864135863765e+02 7.258074725901004776e-01
6.635384854145854661e+02 7.272023377207668116e-01
6.640506844155844419e+02 7.302933188354218119e-01
6.645628834165834178e+02 7.309528584400469819e-01
6.650750824175823936e+02 7.369181667640858358e-01
6.655872814185813695e+02 7.349292335177545210e-01
6.660994804195804591e+02 7.375595388303354261e-01
6.666116794205794349e+02 7.363532494335598422e-01
6.671238784215784108e+02 7.414270321459233148e-01
6.676360774225773866e+02 7.446475911747290066e-01
6.681482764235763625e+02 7.422282695859759860e-01
6.686604754245754521e+02 7.437554508558673616e-01
6.691726744255744279e+02 7.496867067263992546e-01
6.696848734265734038e+02 7.521009794834605522e-01
6.701970724275724933e+02 7.596870641587211148e-01
6.707092714285714692e+02 7.667320823309907718e-01
6.712214704295704450e+02 7.660367537515975211e-01
6.717336694305694209e+02 7.662672092079487740e-01
6.722458684315683968e+02 7.699502009990882856e-01
6.727580674325674863e+02 7.703939928511179813e-01
6.732702664335664622e+02 7.742965814405691205e-01
6.737824654345654380e+02 7.772894733805079115e-01
6.742946644355644139e+02 7.826501452789637048e-01
6.748068634365633898e+02 7.866329335245364485e-01
6.753190624375624793e+02 7.888645382905216108e-01
6.758312614385614552e+02 7.956181628045533305e-01
6.763434604395604310e+02 7.962773041620953007e-01
6.768556594405594069e+02 7.978665554966033469e-01
6.773678584415583828e+02 8.008521394220167178e-01
6.778800574425574723e+02 8.051986953370899869e-01
6.783922564435564482e+02 8.083948389273161172e-01
6.789044554445554240e+02 8.093381559979443418e-01
6.794166544455545136e+02 8.110525957103035255e-01
6.799288534465534894e+02 8.153042132667851494e-01
6.804410524475524653e+02 8.191153643114290617e-01
6.809532514485514412e+02 8.199593660183877031e-01
6.814654504495504170e+02 8.243257284865912471e-01
6.819776494505495066e+02 8.237661456467094689e-01
6.824898484515484824e+02 8.310074692456079770e-01
6.830020474525474583e+02 8.335150189789045649e-01
6.835142464535464342e+02 8.340307440323320165e-01
6.840264454545454100e+02 8.374058981353563746e-01
6.845386444555444996e+02 8.407056424651621063e-01
6.850508434565434754e+02 8.449158517669596025e-01
6.855630424575424513e+02 8.443841695768637967e-01
6.860752414585414272e+02 8.495263999109167186e-01
6.865874404595404030e+02 8.530425394280728435e-01
6.870996394605394926e+02 8.543665585431372556e-01
6.876118384615384684e+02 8.589572929877647978e-01
6.881240374625374443e+02 8.641719402314518295e-01
6.886362364635365338e+02 8.650215559071334770e-01
6.891484354645355097e+02 8.685440417971193039e-01
6.896606344655344856e+02 8.686867998821535819e-01
6.901728334665334614e+02 8.708342529673780419e-01
6.906850324675324373e+02 8.742962022966279667e-01
6.911972314685315268e+02 8.776273973830975850e-01
6.917094304695305027e+02 8.772774289485844035e-01
6.922216294705294786e+02 8.813649511128278657e-01
6.927338284715284544e+02 8.823151491872558427e-01
6.932460274725274303e+02 8.852046012916348072e-01
6.937582264735265198e+02 8.863357724358655876e-01
6.942704254745254957e+02 8.849617242560958719e-01
6.947826244755244716e+02 8.825413272019414501e-01
6.952948234765234474e+02 8.900360680777066325e-01
6.958070224775224233e+02 8.945818233250690810e-01
6.963192214785215128e+02 8.925062697694026159e-01
6.968314204795204887e+02 8.972700897133228937e-01
6.973436194805194646e+02 9.007568940406120994e-01
6.978558184815185541e+02 9.044610422471385247e-01
6.983680174825174163e+02 9.045518171346551561e-01
6.988802164835165058e+02 9.056765348789378445e-01
6.993924154845154817e+02 9.058401790692693911e-01
6.999046144855144576e+02 9.109424299891623056e-01
7.004168134865135471e+02 9.069201058520570680e-01
7.009290124875125230e+02 9.145750029547355942e-01
7.014412114885114988e+02 9.145341071030450575e-01
7.019534104895104747e+02 9.217891966458212627e-01
7.024656094905094506e+02 9.213601811917602191e-01
7.029778084915085401e+02 9.255916197159980152e-01
7.034900074925075160e+02 9.256423858095657042e-01
7.040022064935064918e+02 9.296301190481336407e-01
7.045144054945054677e+02 9.274414461090885187e-01
7.050266044955044435e+02 9.262573127732277589e-01
7.055388034965035331e+02 9.309181978994806039e-01
7.060510024975025090e+02 9.294630736852862452e-01
7.065632014985014848e+02 9.313131481886950391e-01
7.070754004995005744e+02 9.311917392351543032e-01
7.075875995004994365e+02 9.347431032742986590e-01
7.080997985014985261e+02 9.400832900397648739e-01
7.086119975024975020e+02 9.387673027057361619e-01
7.091241965034964778e+02 9.426197774451995359e-01
7.096363955044955674e+02 9.435934131577767836e-01
7.101485945054944295e+02 9.495083451518310236e-01
7.106607935064935191e+02 9.505777682834063436e-01
7.111729925074924950e+02 9.506015704262259502e-01
7.116851915084914708e+02 9.498697000167238835e-01
7.121973905094905604e+02 9.517099490138214435e-01
7.127095895104895362e+02 9.550427711639311035e-01
7.132217885114885121e+02 9.562630367936129083e-01
7.137339875124874879e+02 9.556042200364232020e-01
7.142461865134864638e+02 9.507039823260425848e-01
7.147583855144855534e+02 9.548978297868712106e-01
7.152705845154845292e+02 9.492310836175953392e-01
7.157827835164835051e+02 9.569378447586537328e-01
7.162949825174825946e+02 9.490218649882947721e-01
7.168071815184814568e+02 9.477285204100146521e-01
7.173193805194805464e+02 9.436891972881431556e-01
7.178315795204795222e+02 9.407859773257929437e-01
7.183437785214784981e+02 9.403523086906322437e-01
7.188559775224775876e+02 9.338691695287898442e-01
7.193681765234764498e+02 9.295556739159971382e-01
7.198803755244755394e+02 9.272595214349238502e-01
7.203925745254745152e+02 9.242165372121627920e-01
7.209047735264734911e+02 9.333765584671596116e-01
7.214169725274725806e+02 9.285370455940080703e-01
7.219291715284715565e+02 9.205830112666170129e-01
7.224413705294705323e+02 9.205145908339662508e-01
7.229535695304695082e+02 9.133904581101327524e-01
7.234657685314684841e+02 9.121248865232763903e-01
7.239779675324675736e+02 9.047316274610202047e-01
7.244901665334665495e+02 9.032624219566346424e-01
7.250023655344655253e+02 9.037392120169295273e-01
7.255145645354646149e+02 8.998407663816689883e-01
7.260267635364634771e+02 8.969630630897362789e-01
7.265389625374625666e+02 8.896194776314519936e-01
7.270511615384615425e+02 8.848805429054397154e-01
7.275633605394605183e+02 8.825011439566992077e-01
7.280755595404596079e+02 8.808813659599156187e-01
7.285877585414584701e+02 8.741990586086417769e-01
7.290999575424575596e+02 8.705104436581591054e-01
7.296121565434565355e+02 8.693622964287461841e-01
7.301243555444555113e+02 8.651173271994527791e-01
7.306365545454546009e+02 8.633871451917115580e-01
7.311487535464534631e+02 8.605189933917071210e-01
7.316609525474525526e+02 8.557972074966131437e-01
7.321731515484515285e+02 8.548807801844383603e-01
7.326853505494505043e+02 8.525291468280401519e-01
7.331975495504495939e+02 8.502547256989316793e-01
7.337097485514485697e+02 8.515353073612487167e-01
7.342219475524475456e+02 8.511526057367467812e-01
7.347341465534466352e+02 8.505818230052039075e-01
7.352463455544454973e+02 8.496676298391392379e-01
7.357585445554445869e+02 8.490487984134844623e-01
7.362707435564435627e+02 8.516413460553241555e-01
7.367829425574425386e+02 8.491331861600471820e-01
7.372951415584416281e+02 8.515688044784240907e-01
7.378073405594404903e+02 8.533965555246334489e-01
7.383195395604395799e+02 8.541650659844354232e-01
7.388317385614385557e+02 8.555040051705832260e-01
7.393439375624375316e+02 8.528616886411081177e-01
7.398561365634366211e+02 8.560187691905086771e-01
7.403683355644354833e+02 8.554415870431257840e-01
7.408805345654345729e+02 8.596417078053889549e-01
7.413927335664335487e+02 8.573117515813698519e-01
7.419049325674325246e+02 8.623569114426740123e-01
7.424171315684316141e+02 8.651763618891008534e-01
7.429293305694305900e+02 8.652090858095072834e-01
7.434415295704295659e+02 8.681073693859217011e-01
7.439537285714285417e+02 8.717772741865393860e-01
7.444659275724275176e+02 8.717611265393804265e-01
7.449781265734266071e+02 8.776872030319199380e-01
7.454903255744255830e+02 8.754936088570095531e-01
7.460025245754245589e+02 8.809218275046462043e-01
7.465147235764236484e+02 8.870007776349511097e-01
7.470269225774225106e+02 8.886230054103559928e-01
7.475391215784216001e+02 8.955601441839236010e-01
7.480513205794205760e+02 8.992395189138109313e-01
7.485635195804195519e+02 9.019252833756401522e-01
